OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,OPPORTUNITY STATUS,POSTED DATE,CLOSE DATE
https://www.grants.gov/search-results-detail/356796,Fiscal Year 2024 Case Management Pilot Program (CMPP),DHS-DHS,posted,10/22/2024,11/21/2024
https://www.grants.gov/search-results-detail/356803,FY 25 MARFIN,DOC-DOCNOAAERA,posted,10/22/2024,12/31/2024
https://www.grants.gov/search-results-detail/356802,Innovation Grants to Nurture Initial Translational Efforts (IGNITE):  Development and Validation of Model Systems to Facilitate Neurotherapeutic Discovery (R61/R33 Clinical Trial Not Allowed),HHS-NIH11,posted,10/22/2024,10/20/2027
https://www.grants.gov/search-results-detail/356800,Innovation Grants to Nurture Initial Translational Efforts (IGNITE): Assay Development and Neurotherapeutic Agent Identification (R61/R33 Clinical Trial Not Allowed),HHS-NIH11,posted,10/22/2024,10/20/2027
https://www.grants.gov/search-results-detail/356790,Carbon Storage Assurance Facility Enterprise (CarbonSAFE): A Mid-Course Evaluation,DOE-NETL,posted,10/21/2024,12/20/2024
https://www.grants.gov/search-results-detail/356787,Accessibility Study for BNCs in Argentina,DOS-ARG,posted,10/21/2024,12/15/2024
https://www.grants.gov/search-results-detail/356792,Health Center Program,HHS-HRSA,forecasted,10/21/2024,
https://www.grants.gov/search-results-detail/356793,Environmental Health Disparities Centers (P50) Clinical Trial Optional,HHS-NIH11,posted,10/21/2024,12/05/2024
https://www.grants.gov/search-results-detail/356766,Child Welfare Research Partnerships: Understanding Data Use Practices for Continuous Quality Improvement,HHS-ACF-OPRE,forecasted,10/18/2024,
https://www.grants.gov/search-results-detail/356762,National Advanced Packaging Manufacturing Program (NAPMP) Advanced Packaging Research and Development (R&D),DOC-NIST,posted,10/18/2024,12/20/2024
https://www.grants.gov/search-results-detail/356758,Tribal Energy Development Capacity,DOI-BIA,posted,10/18/2024,01/16/2025
https://www.grants.gov/search-results-detail/356752,FY25 Ocean Acidification Coastal Research: Uniting Investigations and Shipboard Experiments (OA CRUISE),DOC-DOCNOAAERA,posted,10/18/2024,01/31/2025
https://www.grants.gov/search-results-detail/356757,Rural Business Development Grant Program,USDA-RBCS,posted,10/18/2024,02/28/2025
https://www.grants.gov/search-results-detail/356767,Southwest Border Resource Protection Program,DOI-NPS,posted,10/18/2024,12/15/2024
https://www.grants.gov/search-results-detail/356768,NASA Established Program to Stimulate Competitive Research (EPSCoR) Basic Research,NASA,posted,10/18/2024,01/29/2025
https://www.grants.gov/search-results-detail/356754,USAID Maisha Bora Activity,USAID-DEM,posted,10/18/2024,11/15/2024
https://www.grants.gov/search-results-detail/356765,Strengthening Systems for Health Security Activity (SSHS),USAID-PER,posted,10/18/2024,12/16/2024
https://www.grants.gov/search-results-detail/356760,NCI Small Grants Program for Cancer Research (NCI Omnibus) (R03 Clinical Trial Optional),HHS-NIH11,posted,10/18/2024,01/07/2026
https://www.grants.gov/search-results-detail/356763,NIDCD Early Career Research(ECR) Award (R21 Clinical Trial Optional),HHS-NIH11,posted,10/18/2024,10/15/2027
https://www.grants.gov/search-results-detail/356761,TMD Collaborative for IMproving PAtient-Centered Translational Research (TMD IMPACT) (U54 Clinical Trial Optional),HHS-NIH11,posted,10/18/2024,01/10/2025
https://www.grants.gov/search-results-detail/356756,BURMA: Resilient Tuberculosis Response in Myanmar (RTBR) Activity,USAID-BMA,posted,10/18/2024,12/17/2024
https://www.grants.gov/search-results-detail/356739,Spotlight on Humanities in Higher Education,NEH,forecasted,10/17/2024,
https://www.grants.gov/search-results-detail/356740,EHB-Benchmark Plan Modernization Grant for States with a Federally-Facilitated Exchange,HHS-CMS,forecasted,10/17/2024,
https://www.grants.gov/search-results-detail/356746,"Screening, Brief Intervention and Referral to Treatment or Prevention (SBIRT/P) for alcohol, tobacco, and other drugs (ATOD) use and misuse in adult populations that experience health disparities (R01, Clinical Trial Required)",HHS-NIH11,posted,10/17/2024,05/07/2027
https://www.grants.gov/search-results-detail/355620,"Small Business Innovation Research (SBIR) program, Phase I",HHS-ACL,posted,10/17/2024,12/16/2024
https://www.grants.gov/search-results-detail/356736,2025 Young Trilateral Leaders Network (YTL) eSports Competition,DOS-KOR,posted,10/17/2024,12/02/2024
https://www.grants.gov/search-results-detail/356738,ROSES 2024: A.61 INjected Smoke and PYRocumulonimbus Experiment Science Team,NASA-HQ,posted,10/17/2024,01/24/2025
https://www.grants.gov/search-results-detail/356749,Bipartisan Infrastructure Law Carbon Storage Technology Operations & Research (CarbonSTORE),DOE-NETL,posted,10/17/2024,11/21/2024
https://www.grants.gov/search-results-detail/356748,Towards a Better Understanding of the Neurological Effects of Infection-Associated Chronic Illnesses (R21 - Clinical Trial Optional),HHS-NIH11,posted,10/17/2024,11/16/2025
https://www.grants.gov/search-results-detail/356751,"FY2025 National Aquaculture Initiative: Strengthening U.S. Coastal, Marine, and Great Lakes Aquaculture Through Business Support",DOC-DOCNOAAERA,posted,10/17/2024,02/12/2025
https://www.grants.gov/search-results-detail/356747,Towards a Better Understanding of the Neurological Effects of Infection-Associated Chronic Illnesses (R01 - Clinical Trial Optional),HHS-NIH11,posted,10/17/2024,11/05/2025
https://www.grants.gov/search-results-detail/356750,FY 2025-2029 Reef Research Coordinating Institute Designation and Cooperative Agreements,DOC-DOCNOAAERA,posted,10/17/2024,01/31/2025
https://www.grants.gov/search-results-detail/356729,Self-Help Homeownership Opportunity Program (SHOP),HUD,posted,10/16/2024,12/17/2024
https://www.grants.gov/search-results-detail/356735,Middle East Regional Cooperation (MERC),DOS-NEA-AC,posted,10/16/2024,01/15/2025
https://www.grants.gov/search-results-detail/356727,FY2024 Historic Preservation Fund- Save America's Treasures - Preservation Grants,DOI-NPS,posted,10/16/2024,12/12/2024
https://www.grants.gov/search-results-detail/356728,FY2024 Historic Preservation Fund- Save America's Treasures- Collection Grants,DOI-NPS,posted,10/16/2024,12/12/2024
https://www.grants.gov/search-results-detail/356730,Inspiring Generations of New Innovators to Impact Technologies in Energy (IGNIITE) 2025,DOE-ARPAE,posted,10/16/2024,11/15/2024
https://www.grants.gov/search-results-detail/356731,Generation III+ Small Modular Reactor Pathway to Deployment,DOE-01,posted,10/16/2024,01/17/2025
https://www.grants.gov/search-results-detail/356713,Artificial Intelligence and Machine Learning Applied to Nuclear Science and Technology,PAMS-SC,posted,10/15/2024,01/14/2025
https://www.grants.gov/search-results-detail/356724,Emerging Global Leader Award (K43 Independent Clinical Trial Required),HHS-NIH11,posted,10/15/2024,12/03/2026
https://www.grants.gov/search-results-detail/356722,FY 2025 Phase II Release 1,PAMS-SC,posted,10/15/2024,12/03/2024
https://www.grants.gov/search-results-detail/356715,NSWC Dahlgren BAA N00178-25-0002,DOD-ONR-SEA-N00178,posted,10/15/2024,10/14/2025
https://www.grants.gov/search-results-detail/356723,Emerging Global Leader Award (K43 Independent Clinical Trial Not Allowed),HHS-NIH11,posted,10/15/2024,12/03/2026
https://www.grants.gov/search-results-detail/356709,Genomics - Enabled Understanding and Advancing Knowledge on Plant Gene Function(s),PAMS-SC,posted,10/15/2024,02/10/2025
https://www.grants.gov/search-results-detail/356721,ROSES 2024: D.21 U.S. Contributions to Ariel Preparatory Science,NASA-HQ,posted,10/15/2024,02/04/2025
https://www.grants.gov/search-results-detail/356726,Data Coordinating Center for NCCIH Multi-Site Investigator-Initiated Clinical Trials of Mind and Body Interventions (Collaborative U24 Clinical Trial Required),HHS-NIH11,posted,10/15/2024,07/14/2026
https://www.grants.gov/search-results-detail/356716,"Ending the Epidemic: New Models of Integrated HIV/AIDS, Addiction, and Primary Care Services (R34 Clinical Trial Optional)",HHS-NIH11,posted,10/15/2024,03/19/2025
https://www.grants.gov/search-results-detail/356719,"Ending the Epidemic: New Models of Integrated HIV/AIDS, Addiction, and Primary Care Services (R01 Clinical Trial required)",HHS-NIH11,posted,10/15/2024,03/19/2025
https://www.grants.gov/search-results-detail/356718,Assay Validation of High Quality Markers for Clinical Studies in Cancer (UH2/UH3 Clinical Trial Not Allowed),HHS-NIH11,posted,10/15/2024,10/14/2026
https://www.grants.gov/search-results-detail/356717,Assay Validation of High Quality Markers for Clinical Studies in Cancer (UH3 Clinical Trials Not Allowed),HHS-NIH11,posted,10/15/2024,10/14/2026
https://www.grants.gov/search-results-detail/356720,"Building Biomedical Engineering Education, Research, and Innovation at Historically Black Colleges and Universities (HBCU eBETA) (UG3/UH3 Clinical Trial Not Allowed)",HHS-NIH11,posted,10/15/2024,09/30/2025
https://www.grants.gov/search-results-detail/356714,New Therapeutic Strategies for Genital Herpes (R21/R33 Clinical Trial Not Allowed),HHS-NIH11,posted,10/15/2024,01/31/2025
https://www.grants.gov/search-results-detail/356692,USAID/Sri Lanka Public Financial Management Activity,USAID-SRI,forecasted,10/11/2024,
https://www.grants.gov/search-results-detail/356694,FY25 Minerva Research Initiative University Research Program,DOD-WHS,posted,10/11/2024,02/28/2025
https://www.grants.gov/search-results-detail/356693,MEP Center State Competition,DOC-NIST,posted,10/11/2024,01/09/2025
https://www.grants.gov/search-results-detail/356696,Human Brain Single-cell Genomics Explorer (U24 - Clinical Trial Not Allowed),HHS-NIH11,posted,10/11/2024,02/14/2025
https://www.grants.gov/search-results-detail/356560,NOTICE OF FUNDING OPPORTUNITY FOR FISCAL YEAR (FY) 2024 – 2026 GARRETT A. MORGAN TECHNOLOGY AND TRANSPORTATION EDUCATION PROGRAM,DOT-FHWA,posted,10/11/2024,01/10/2025
https://www.grants.gov/search-results-detail/356678,USAID/Maldives Public Financial Management Activity,USAID-SRI,forecasted,10/10/2024,
https://www.grants.gov/search-results-detail/356689,"Groundwater and Streamflow Information Program, National Ground-Water Monitoring Network",DOI-USGS1,posted,10/10/2024,01/16/2025
https://www.grants.gov/search-results-detail/355884,Disaster Assistance for State Units on Aging (SUAs) and Tribal Organizations in Major Disasters Declared by the President,HHS-ACL,posted,10/10/2024,09/02/2025
https://www.grants.gov/search-results-detail/355359,National Rural Health Information Clearinghouse Program,HHS-HRSA,posted,10/10/2024,12/09/2024
https://www.grants.gov/search-results-detail/356688,Request for Information (RFI) Plant Genetic Engineering for Energy Applications,DOE-ARPAE,posted,10/10/2024,11/11/2024
https://www.grants.gov/search-results-detail/356675,Addressing Systems Challenges through Engineering Teams,NSF,posted,10/10/2024,01/22/2025
https://www.grants.gov/search-results-detail/356691,Continuation or Revision of NIDCR Clinical Trial Planning and Implementation Cooperative Agreement (UH3 Clinical Trial Required),HHS-NIH11,posted,10/10/2024,01/06/2028
https://www.grants.gov/search-results-detail/356686,Epidemiologic Research on Emerging Risk Factors and Liver Cancer Susceptibility (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,10/10/2024,05/07/2025
https://www.grants.gov/search-results-detail/356680,Revision Applications for Validation of Biomarker Assays Developed Through NIH-Supported Research Grants (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,10/10/2024,10/14/2026
https://www.grants.gov/search-results-detail/356690,"Interventions to expand cancer screening and preventive services to ADVANCE health in populations that experience health disparities (R01, Clinical Trial Required)",HHS-NIH11,posted,10/10/2024,01/07/2027
https://www.grants.gov/search-results-detail/356683,NCI National Clinical Trials Network - Network Lead Academic Participating Sites (UG1 Clinical Trial Not Allowed),HHS-NIH11,posted,10/10/2024,02/24/2025
https://www.grants.gov/search-results-detail/356687,Epidemiologic Research on Emerging Risk Factors and Liver Cancer Susceptibility (R21 Clinical Trial Not Allowed),HHS-NIH11,posted,10/10/2024,05/07/2025
https://www.grants.gov/search-results-detail/356669,"FY 2024 – 2026 Broad Agency Announcement (BAA), Office of Oceanic and Atmospheric Research (OAR)",DOC-DOCNOAAERA,posted,10/09/2024,09/30/2026
https://www.grants.gov/search-results-detail/356667,Circularity for Secure and Sustainable Products and Materials: A Draft Strategic Framework RFI,DOE-GFO,posted,10/09/2024,12/16/2024
https://www.grants.gov/search-results-detail/356668,National Bycatch Reduction Engineering Program (BREP) - FY2025,DOC-DOCNOAAERA,posted,10/09/2024,12/13/2024
https://www.grants.gov/search-results-detail/356672,FY25 COPS Office Invitational Program,USDOJ-OJP-COPS,posted,10/09/2024,11/27/2024
https://www.grants.gov/search-results-detail/356684,Single Source: NCI National Clinical Trials Network - Network Radiotherapy and Imaging Core Services Center (U24 Clinical Trial Not Allowed),HHS-NIH11,posted,10/09/2024,02/24/2025
https://www.grants.gov/search-results-detail/356685,NCI National Clinical Trials Network - Network Group Integrated Translational Science Centers (UG1 Clinical Trial Not Allowed),HHS-NIH11,posted,10/09/2024,02/24/2025
https://www.grants.gov/search-results-detail/356682,Single Source: NCI National Clinical Trials Network - Canadian Collaborating Clinical Trials Network (U10 Clinical Trial Required),HHS-NIH11,posted,10/09/2024,02/24/2025
https://www.grants.gov/search-results-detail/356681,Limited Competition: NCI National Clinical Trials Network - Network Group Operations Centers (U10 Clinical Trial Required),HHS-NIH11,posted,10/09/2024,02/24/2025
https://www.grants.gov/search-results-detail/356673,Limited Competition: NCI National Clinical Trials Network - Network Group Statistics and Data Management Centers (U10 Clinical Trial Required),HHS-NIH11,posted,10/09/2024,02/24/2025
https://www.grants.gov/search-results-detail/356671,USAID Primary Health Care Improvement Program (UPHIP),USAID-NIG,posted,10/09/2024,11/15/2024
https://www.grants.gov/search-results-detail/354782,Ryan White HIV/AIDS Program Part C Early Intervention Services Program: Limited Existing Geographic Service Areas,HHS-HRSA,posted,10/08/2024,12/10/2024
https://www.grants.gov/search-results-detail/355458,Field Initiated Projects Program (Research),HHS-ACL,posted,10/08/2024,12/09/2024
https://www.grants.gov/search-results-detail/355460,Field Initiated Projects Program (Development),HHS-ACL,posted,10/08/2024,12/09/2024
https://www.grants.gov/search-results-detail/356645,"OSERS-OSEP: Personnel Development to Improve Services and Results for Children with Disabilities--Preparation of Special Education, Early Intervention, and Related Services Leadership Personnel, Assistance Listing Number 84.325D",ED,posted,10/08/2024,11/22/2024
https://www.grants.gov/search-results-detail/356648,"OSERS-OSEP: Personnel Development to Improve Services and Results for Children with Disabilities--Preparation of Early Intervention and Special Education Personnel Serving Children with Disabilities who have High-Intensity Needs, ALN 84.325K",ED,posted,10/08/2024,12/03/2024
